student_id,age,gender,course,semester,study_hours,sleep_hours,internet_usage_hours,extracurricular_activity,stress_level,physical_activity_hours,attendance_percentage,assignment_score,internal_exam_score,previous_semester_marks,previous_cgpa,final_score,performance_category,pass_fail
STU1582,17.0,Male,Business,8,7.66,8.01,0.65,Yes,High,4.24,68.43,70.94,46.61,49.84,5.96,22.12,Low,Fail
STU1583,20.0,Female,Business,6,5.63,5.7,3.78,Yes,Medium,5.52,82.57,72.04,84.93,62.92,9.95,66.27,Good,Pass
STU1584,18.0,Female,Electronics,6,8.46,5.62,4.07,No,Low,3.59,86.29,65.7,58.67,31.6,6.67,27.95,Low,Fail
STU1585,22.0,Male,Electronics,4,6.11,7.82,4.32,Yes,Medium,1.37,79.71,60.6,61.65,64.43,7.97,54.75,Average,Pass
STU1586,23.0,Female,Mechanical,7,7.75,7.01,6.72,No,Medium,2.81,97.24,65.37,100.0,77.31,5.43,55.91,Average,Pass
STU1587,22.0,Female,Electronics,1,6.17,4.65,3.53,No,Medium,1.32,83.52,62.73,58.15,64.46,6.89,52.55,Average,Pass
STU1588,19.0,Male,Mechanical,8,8.37,5.85,3.76,No,Medium,3.96,88.96,79.84,78.39,60.74,7.06,57.75,Average,Pass
STU1589,20.0,Male,Civil,4,6.31,6.96,1.79,Yes,Medium,,79.6,59.15,75.87,72.91,7.72,67.96,Good,Pass
STU1590,21.0,Female,Mechanical,7,4.76,7.51,5.64,No,Medium,2.55,86.11,88.0,73.46,74.06,4.21,67.69,Good,Pass
STU1591,17.0,Male,Electronics,4,10.68,5.68,4.37,No,Medium,1.49,68.44,81.02,71.95,40.1,7.38,56.4,Average,Pass
STU1592,24.0,Female,Computer Science,4,7.22,3.0,3.16,Yes,Low,3.19,72.5,72.25,73.27,66.33,,71.7,Good,Pass
STU1593,21.0,Male,Electronics,1,6.43,7.13,0.19,Yes,Medium,2.45,82.19,72.0,71.81,100.0,7.56,73.87,Good,Pass
STU1594,20.0,Female,Computer Science,1,1.81,5.04,6.89,Yes,Low,3.27,82.11,65.31,67.27,44.97,6.06,27.41,Low,Fail
STU1595,20.0,Male,Business,5,1.78,4.08,1.54,Yes,Low,3.03,84.09,75.24,89.16,63.72,6.26,46.25,Low,Fail
STU1596,20.0,Female,Electronics,2,5.73,3.1,2.82,Yes,High,1.52,91.2,85.06,49.62,94.13,6.9,41.68,Low,Fail
STU1597,21.0,Other,Computer Science,2,5.36,7.48,4.72,No,High,3.94,60.9,63.56,82.3,81.56,6.04,28.83,Low,Fail
STU1598,23.0,Female,Computer Science,5,3.46,6.65,1.61,Yes,Low,2.93,66.31,53.6,79.51,57.3,6.68,42.26,Low,Fail
STU1599,20.0,Female,Mechanical,5,5.35,6.23,1.01,No,Medium,1.52,80.75,80.44,77.78,68.09,5.89,47.19,Low,Fail
STU1600,22.0,Male,Mechanical,6,8.97,8.17,0.0,Yes,Low,6.36,69.31,75.89,83.64,64.97,5.18,60.15,Average,Pass
STU1601,21.0,Female,Electronics,7,6.74,7.26,5.44,No,Medium,3.71,100.0,58.56,66.7,53.78,8.32,53.2,Average,Pass
STU1602,24.0,Male,Computer Science,4,2.15,8.44,2.91,Yes,High,2.77,84.19,63.2,41.83,63.89,5.77,27.86,Low,Fail
STU1603,20.0,Male,Electronics,8,4.72,4.83,9.85,No,High,5.12,77.06,61.69,66.99,60.8,7.0,19.76,Low,Fail
STU1604,22.0,Male,Electronics,5,2.99,6.46,2.01,Yes,Medium,5.76,,63.31,54.12,66.69,8.03,40.04,Low,Fail
STU1605,23.0,Male,Mechanical,3,4.03,4.56,2.16,Yes,Medium,2.78,72.24,68.12,57.75,53.77,6.52,27.86,Low,Fail
STU1606,19.0,Female,Mechanical,2,3.97,6.22,2.87,No,Medium,3.52,78.36,68.8,50.61,45.85,6.29,27.3,Low,Fail
STU1607,23.0,Female,Electronics,5,3.81,6.2,4.49,Yes,Medium,1.52,79.34,64.19,61.32,64.38,7.45,57.76,Average,Pass
STU1608,24.0,Male,Computer Science,3,1.86,7.25,3.06,No,High,2.78,72.52,62.9,59.65,90.73,8.43,37.7,Low,Fail
STU1609,20.0,Male,Business,3,4.68,6.55,5.22,No,High,2.7,74.72,69.25,34.71,66.23,5.91,45.7,Low,Fail
STU1610,24.0,Other,Electronics,3,3.6,7.25,2.04,No,Medium,3.28,94.13,74.01,77.8,60.03,7.03,64.3,Average,Pass
STU1611,21.0,Male,Mechanical,6,0.0,7.34,1.24,No,Medium,3.5,94.61,68.2,99.08,76.31,5.29,48.23,Low,Fail
STU1612,18.0,Male,Computer Science,6,10.13,9.09,0.4,No,Medium,3.84,81.02,85.9,76.49,62.63,6.77,49.37,Low,Fail
STU1613,20.0,Male,Electronics,8,7.72,,0.0,Yes,Low,3.36,61.9,78.1,65.16,93.02,7.24,68.59,Good,Pass
STU1614,18.0,Female,Computer Science,8,4.06,5.37,2.96,No,High,1.18,84.46,52.91,67.23,64.94,6.26,43.76,Low,Fail
STU1615,22.0,Female,Mechanical,3,5.05,,3.4,No,Medium,1.59,96.65,78.28,62.11,75.51,6.7,54.01,Average,Pass
STU1616,19.0,Male,Business,7,2.07,5.54,2.74,Yes,Medium,2.18,94.44,79.27,69.26,53.68,5.65,56.1,Average,Pass
STU1617,17.0,Male,Electronics,6,9.24,8.28,6.49,Yes,Medium,2.58,86.81,66.78,67.48,72.55,7.28,73.96,Good,Pass
STU1618,24.0,Female,Computer Science,4,9.74,6.16,6.46,No,High,4.58,95.07,54.06,56.23,69.13,8.36,39.64,Low,Fail
STU1619,23.0,Female,Computer Science,3,5.39,5.82,3.33,Yes,Low,,78.64,72.1,91.56,64.15,5.99,53.16,Average,Pass
STU1620,19.0,Male,Electronics,4,7.56,5.93,0.41,Yes,High,2.46,85.54,71.91,47.18,57.47,6.52,47.93,Low,Fail
STU1621,20.0,Female,Computer Science,4,5.44,7.36,2.87,Yes,High,4.43,69.83,58.54,78.06,55.43,7.75,34.91,Low,Fail
STU1622,18.0,Male,Computer Science,3,1.66,6.31,2.8,No,High,2.55,81.51,54.59,66.58,69.24,8.53,25.15,Low,Fail
STU1623,23.0,Male,Civil,2,3.97,5.73,2.69,Yes,Medium,3.69,93.95,70.95,94.61,74.43,5.56,59.23,Average,Pass
STU1624,18.0,Female,Electronics,7,5.33,8.5,2.6,No,Low,2.79,70.93,69.2,72.77,63.09,,48.3,Low,Fail
STU1625,21.0,Male,Computer Science,3,3.86,5.47,2.69,No,Medium,3.39,67.66,66.99,62.96,69.31,7.51,24.5,Low,Fail
STU1626,18.0,Female,Business,8,4.45,6.54,,Yes,Medium,2.66,79.17,71.0,64.53,64.43,7.09,55.63,Average,Pass
STU1627,21.0,Male,Computer Science,3,4.77,7.28,2.73,No,Low,4.0,75.28,58.77,68.56,66.48,4.48,40.67,Low,Fail
STU1628,22.0,Male,Business,6,4.8,4.54,4.42,No,Medium,0.68,85.79,66.78,52.0,61.99,7.75,15.17,Low,Fail
STU1629,23.0,Other,Electronics,3,5.13,7.08,4.72,No,Medium,2.46,72.56,78.4,57.26,65.27,8.87,44.91,Low,Fail
STU1630,23.0,Male,Business,2,2.35,5.23,2.18,No,High,3.44,98.62,67.8,43.01,100.0,7.33,45.74,Low,Fail
STU1631,17.0,Female,Mechanical,6,3.21,7.49,,Yes,Low,3.8,62.52,51.94,55.08,69.67,6.07,56.13,Average,Pass
STU1632,20.0,Male,Civil,8,1.79,5.34,2.04,No,Medium,5.24,93.04,66.33,69.31,74.68,6.64,43.84,Low,Fail
STU1633,21.0,Male,Business,1,7.44,7.33,0.76,Yes,High,2.41,68.82,59.16,72.2,71.57,9.15,33.73,Low,Fail
STU1634,17.0,Male,Computer Science,1,0.0,7.83,4.76,Yes,High,5.22,56.45,75.21,40.29,61.06,,24.96,Low,Fail
STU1635,18.0,Female,Business,4,7.88,7.53,2.37,Yes,High,2.01,80.85,75.83,66.08,84.41,,52.33,Average,Pass
STU1636,18.0,Male,Electronics,7,8.47,6.8,4.64,Yes,Medium,4.99,74.94,52.09,75.89,60.63,7.59,40.25,Low,Fail
STU1637,17.0,Female,Electronics,4,4.24,6.22,0.0,No,High,4.23,64.68,81.11,65.72,80.83,6.47,46.42,Low,Fail
STU1638,23.0,Male,Electronics,2,0.0,5.81,6.78,Yes,Medium,1.63,57.82,58.65,59.13,59.99,6.98,14.93,Low,Fail
STU1639,18.0,Female,Mechanical,5,4.1,8.27,5.34,No,Medium,3.46,,90.71,62.23,50.6,7.11,27.42,Low,Fail
STU1640,24.0,Male,Computer Science,8,4.84,5.66,1.0,No,Low,2.92,89.71,71.41,60.43,70.48,7.8,74.76,Good,Pass
STU1641,22.0,Female,Mechanical,7,2.47,5.26,1.04,No,Low,3.94,85.02,57.04,59.09,48.43,8.86,43.33,Low,Fail
STU1642,22.0,Female,Mechanical,8,3.71,,7.34,Yes,Low,2.67,,58.3,70.43,73.03,8.43,52.37,Average,Pass
STU1643,24.0,Female,Civil,1,8.83,5.54,2.53,No,Low,2.54,83.75,76.18,100.0,47.09,5.64,57.56,Average,Pass
STU1644,17.0,Female,Civil,4,6.66,5.36,2.33,Yes,Medium,5.05,77.67,67.3,57.59,60.21,7.45,51.69,Average,Pass
STU1645,24.0,Female,Electronics,8,2.69,4.77,0.0,Yes,,2.85,60.84,70.84,63.55,43.52,8.01,43.88,Low,Fail
STU1646,21.0,Female,Electronics,1,1.01,5.92,3.3,No,Low,4.24,60.95,91.35,67.28,100.0,7.88,54.53,Average,Pass
STU1647,21.0,Male,Computer Science,2,4.18,6.4,3.54,Yes,High,2.66,75.56,63.61,58.38,40.19,6.51,26.21,Low,Fail
STU1648,17.0,Male,Computer Science,2,4.47,6.79,5.43,Yes,Low,5.5,,72.72,83.38,65.15,10.0,54.46,Average,Pass
STU1649,24.0,Female,Computer Science,5,6.24,7.64,1.2,No,Medium,1.98,88.21,89.04,34.81,82.15,5.8,56.3,Average,Pass
STU1650,21.0,Female,Electronics,8,3.66,,0.96,Yes,Low,2.08,87.09,75.25,60.57,80.55,6.01,65.33,Good,Pass
STU1651,23.0,Female,Computer Science,5,6.28,6.27,4.9,No,High,5.29,85.26,52.72,79.46,77.77,7.46,45.71,Low,Fail
STU1652,24.0,Male,Business,6,9.84,6.26,6.01,Yes,High,2.33,74.64,78.06,63.88,60.24,9.53,55.71,Average,Pass
STU1653,23.0,Male,Mechanical,7,7.04,7.11,0.86,Yes,Medium,5.4,61.43,58.04,56.51,85.27,6.28,54.62,Average,Pass
STU1654,21.0,Male,Electronics,8,4.88,8.03,,Yes,Medium,4.34,82.94,88.88,74.17,78.7,6.91,49.38,Low,Fail
STU1655,22.0,Female,Mechanical,2,4.54,6.65,4.08,Yes,Low,2.77,84.3,62.13,80.69,68.18,8.39,46.17,Low,Fail
STU1656,21.0,Male,Computer Science,4,4.11,5.94,6.18,Yes,High,0.28,49.34,100.0,70.95,68.61,7.18,35.85,Low,Fail
STU1657,23.0,Male,Electronics,1,7.95,5.31,3.86,No,High,2.97,67.99,89.61,56.78,60.44,6.83,56.99,Average,Pass
STU1658,19.0,Male,Mechanical,3,3.43,4.77,,No,High,3.15,69.71,62.44,74.39,51.36,7.82,16.3,Low,Fail
STU1659,20.0,Male,Electronics,5,5.11,7.3,3.7,No,Medium,4.75,79.42,72.24,62.37,83.56,7.5,53.01,Average,Pass
STU1660,18.0,Female,Electronics,3,5.13,7.19,,Yes,Medium,5.38,68.36,81.04,78.43,84.68,8.33,56.05,Average,Pass
STU1661,24.0,Male,Business,8,3.75,7.19,2.21,No,High,1.97,77.54,81.4,88.77,51.74,8.62,32.15,Low,Fail
STU1662,19.0,Female,Business,4,1.57,6.35,3.22,No,Medium,4.2,75.47,77.31,31.52,62.69,7.54,34.75,Low,Fail
STU1663,21.0,Male,Mechanical,5,5.81,8.19,3.65,No,Medium,4.15,76.09,87.03,69.55,62.85,7.52,64.37,Average,Pass
STU1664,22.0,Male,Mechanical,3,4.85,5.92,0.0,Yes,Low,4.61,69.4,70.52,43.7,64.51,7.44,51.64,Average,Pass
STU1665,17.0,Male,Mechanical,7,6.25,7.65,7.34,No,High,3.75,70.33,67.6,100.0,65.96,7.74,34.75,Low,Fail
STU1666,21.0,Male,Computer Science,4,3.67,6.45,,No,Low,,65.04,67.84,61.45,79.2,7.26,76.27,Good,Pass
STU1667,22.0,Male,Electronics,1,,5.77,5.01,Yes,Low,2.77,82.56,82.3,78.45,53.79,7.2,62.43,Average,Pass
STU1668,20.0,Male,Computer Science,7,2.81,7.21,3.83,No,Medium,1.27,84.85,,67.51,52.3,8.52,35.51,Low,Fail
STU1669,21.0,Female,Electronics,4,9.28,6.99,6.52,Yes,High,2.7,68.75,75.5,56.76,83.55,8.87,67.98,Good,Pass
STU1670,23.0,Male,Mechanical,6,0.63,6.93,4.81,No,Medium,4.47,96.25,81.54,55.09,58.06,5.54,36.99,Low,Fail
STU1671,17.0,Female,Computer Science,5,6.09,6.6,3.53,No,Low,3.46,,47.39,90.2,46.05,7.21,56.2,Average,Pass
STU1672,22.0,Female,Business,2,,6.45,2.21,No,Low,4.72,96.36,,81.38,57.72,6.44,52.05,Average,Pass
STU1673,22.0,Female,Business,1,3.01,9.37,5.6,Yes,High,3.51,70.29,74.62,95.21,60.05,6.86,53.45,Average,Pass
STU1674,22.0,Male,Civil,8,6.06,7.92,0.25,Yes,High,1.05,53.68,92.03,68.78,88.32,7.64,54.54,Average,Pass
STU1675,20.0,Male,Mechanical,7,8.2,7.37,5.29,No,High,0.0,82.83,53.66,72.03,78.87,7.94,60.41,Average,Pass
STU1676,21.0,Male,Business,7,0.0,6.63,1.8,No,Medium,3.22,80.98,90.69,64.26,82.21,7.08,71.14,Good,Pass
STU1677,20.0,Male,Computer Science,3,6.26,7.71,6.5,Yes,High,2.68,78.41,72.9,63.98,77.3,5.1,36.72,Low,Fail
STU1678,24.0,Other,Civil,5,0.0,7.12,4.32,No,Medium,1.53,70.29,77.87,53.41,79.19,6.14,52.45,Average,Pass
STU1679,18.0,Male,Computer Science,8,2.59,6.53,5.29,No,Medium,0.45,77.59,92.11,69.18,54.68,8.19,29.72,Low,Fail
STU1680,18.0,Male,Civil,2,9.07,6.14,4.16,Yes,Medium,1.9,71.86,,56.95,62.02,4.19,39.46,Low,Fail
STU1681,24.0,Female,Computer Science,4,3.55,6.4,0.5,Yes,Medium,2.71,74.37,,74.19,50.15,8.51,34.91,Low,Fail
STU1682,21.0,Female,Business,2,2.07,3.0,2.28,Yes,High,4.0,88.1,74.91,70.38,61.84,7.77,46.04,Low,Fail
STU1683,23.0,Female,Business,5,4.51,6.75,5.34,No,Medium,3.28,80.21,66.2,72.03,75.26,8.65,51.39,Average,Pass
STU1684,20.0,Male,Computer Science,5,10.17,5.91,4.33,No,Medium,5.41,85.32,71.66,91.45,67.02,6.98,60.49,Average,Pass
STU1685,17.0,Male,Electronics,6,0.42,8.41,6.36,No,Medium,1.45,75.22,63.41,67.47,84.67,4.93,44.17,Low,Fail
STU1686,22.0,Male,Business,6,2.37,6.52,4.81,No,Low,4.32,73.9,71.47,78.59,47.88,7.67,45.55,Low,Fail
STU1687,22.0,Male,Electronics,2,8.74,5.07,2.07,No,Medium,3.07,64.16,43.97,96.72,72.5,8.6,55.1,Average,Pass
STU1688,21.0,Male,Business,4,9.64,6.44,2.41,No,Low,4.04,73.56,77.15,86.29,46.28,8.22,65.02,Good,Pass
STU1689,23.0,Male,Mechanical,2,4.74,5.24,4.21,Yes,,2.35,40.0,70.54,84.14,66.41,,60.84,Average,Pass
STU1690,18.0,Male,Electronics,5,1.9,7.07,0.0,No,Medium,4.61,70.92,67.97,63.71,76.11,7.3,41.98,Low,Fail
STU1691,18.0,Male,Computer Science,5,10.24,6.85,7.35,Yes,Medium,3.44,77.02,74.64,71.22,61.78,6.61,51.63,Average,Pass
STU1692,22.0,Male,Computer Science,3,8.99,7.65,4.88,No,High,1.98,84.76,54.8,49.54,73.27,6.3,47.75,Low,Fail
STU1693,21.0,Female,Civil,6,6.7,5.55,6.45,No,Medium,2.98,74.78,95.15,74.98,50.6,8.25,37.55,Low,Fail
STU1694,20.0,Female,Electronics,8,,6.54,0.84,Yes,High,2.64,82.17,70.77,71.84,40.04,5.88,21.15,Low,Fail
STU1695,18.0,Female,Mechanical,8,4.88,4.86,,No,High,3.73,51.84,70.25,68.33,73.36,,39.66,Low,Fail
STU1696,20.0,Male,Electronics,8,4.6,7.34,8.46,Yes,High,1.23,77.32,60.42,82.38,91.16,5.99,50.7,Average,Pass
STU1697,23.0,Male,Mechanical,3,5.83,7.12,1.36,No,Medium,2.96,57.85,72.29,51.09,50.06,,15.93,Low,Fail
STU1698,18.0,Male,Business,1,,7.09,5.54,Yes,Medium,3.59,63.5,88.64,90.89,83.33,7.36,53.66,Average,Pass
STU1699,18.0,Female,Business,8,7.2,6.5,4.0,No,High,3.05,75.75,84.43,80.62,65.65,8.48,48.55,Low,Fail
STU1700,19.0,Female,Electronics,5,2.31,7.0,0.91,Yes,Medium,5.02,93.32,82.25,67.01,44.96,7.0,55.99,Average,Pass
STU1701,18.0,Male,Civil,3,8.44,8.43,4.99,Yes,Low,4.16,82.45,,65.92,48.03,5.54,66.04,Good,Pass
STU1702,24.0,Female,Civil,2,5.78,6.16,5.67,Yes,Medium,2.99,78.22,,74.73,65.24,8.12,52.84,Average,Pass
STU1703,17.0,Male,Mechanical,6,6.72,6.67,2.8,Yes,Low,3.33,77.77,54.6,89.29,58.93,9.05,75.73,Good,Pass
STU1704,24.0,Female,Business,6,8.67,5.2,6.33,Yes,High,3.44,69.44,69.59,69.42,45.31,,32.22,Low,Fail
STU1705,21.0,Female,Computer Science,4,2.22,5.46,0.67,No,Medium,3.6,71.47,69.17,70.02,39.59,6.67,24.4,Low,Fail
STU1706,21.0,Female,Computer Science,2,4.91,6.62,1.01,Yes,Medium,0.26,83.13,84.59,68.25,52.3,7.77,24.77,Low,Fail
STU1707,20.0,Female,Business,4,3.67,7.82,4.27,Yes,Medium,2.55,61.38,75.71,92.95,67.91,8.98,45.73,Low,Fail
STU1708,24.0,Female,Electronics,3,1.08,6.19,4.05,Yes,Medium,0.77,85.12,91.35,62.84,64.9,6.63,58.83,Average,Pass
STU1709,24.0,Male,Civil,7,5.87,6.22,2.57,No,,4.92,73.34,86.37,67.59,57.48,5.73,66.07,Good,Pass
STU1710,24.0,Female,Business,8,11.28,6.01,5.62,No,Medium,2.91,87.91,66.52,88.49,68.03,7.89,55.75,Average,Pass
STU1711,23.0,Male,Computer Science,1,0.4,5.86,5.06,No,Medium,2.71,89.53,50.46,70.06,80.6,,49.78,Low,Fail
STU1712,18.0,Female,Business,2,4.92,6.85,5.72,No,Medium,4.35,57.92,88.63,83.92,70.91,7.21,58.9,Average,Pass
STU1713,17.0,Female,Electronics,2,6.6,4.7,3.75,Yes,High,3.63,,88.31,55.24,63.18,6.59,42.5,Low,Fail
STU1714,20.0,Female,Mechanical,2,5.31,8.04,5.21,Yes,Low,1.31,67.73,55.61,65.13,78.92,,32.1,Low,Fail
STU1715,24.0,Male,Mechanical,4,4.72,5.7,3.11,Yes,Low,2.89,56.25,90.11,88.78,50.6,7.78,51.88,Average,Pass
STU1716,24.0,Female,Business,3,1.75,7.37,8.11,No,Low,2.5,65.61,76.59,58.53,61.63,6.35,46.0,Low,Fail
STU1717,19.0,Female,Computer Science,2,,4.98,2.37,No,Medium,0.38,100.0,73.93,65.88,61.98,7.25,44.77,Low,Fail
STU1718,20.0,Female,Electronics,7,3.11,7.3,8.21,No,High,1.96,85.31,91.38,71.59,46.45,5.71,31.12,Low,Fail
STU1719,24.0,Male,Mechanical,2,0.0,7.31,4.07,Yes,High,2.72,100.0,88.14,54.15,58.7,7.95,30.91,Low,Fail
STU1720,20.0,Male,Civil,6,7.99,6.96,1.25,Yes,Medium,2.83,87.95,,62.21,33.88,,19.25,Low,Fail
STU1721,18.0,Male,Mechanical,8,7.4,5.31,6.74,Yes,Medium,0.78,69.1,77.68,69.58,93.68,6.72,75.35,Good,Pass
STU1722,19.0,Male,Computer Science,1,5.13,6.8,4.25,No,Medium,4.73,73.42,79.4,68.65,50.94,7.16,39.61,Low,Fail
STU1723,20.0,Female,Computer Science,8,5.57,5.08,5.7,Yes,Low,2.85,85.06,67.2,85.92,88.79,7.24,88.43,Excellent,Pass
STU1724,17.0,Male,Electronics,6,7.69,6.2,6.45,No,Low,3.06,83.25,71.34,89.58,65.57,8.18,71.25,Good,Pass
STU1725,17.0,Other,Civil,6,5.56,7.74,,Yes,High,3.6,71.07,61.17,56.01,73.47,7.85,35.85,Low,Fail
STU1726,21.0,Male,Computer Science,1,7.26,7.46,2.82,No,Medium,1.82,59.88,68.0,69.56,57.67,7.03,37.19,Low,Fail
STU1727,19.0,Male,Computer Science,7,4.26,6.52,5.95,No,High,3.68,100.0,67.6,77.44,68.12,8.04,53.53,Average,Pass
STU1728,19.0,Female,Business,3,8.28,5.33,4.0,No,Medium,2.45,76.31,64.38,89.23,74.76,7.64,66.77,Good,Pass
STU1729,21.0,Female,Computer Science,6,5.8,7.27,5.37,No,Medium,1.66,,73.64,78.06,74.97,6.73,55.7,Average,Pass
STU1730,20.0,Male,Business,3,5.49,6.52,0.0,No,Low,3.86,79.36,68.11,72.07,76.62,7.06,69.62,Good,Pass
STU1731,19.0,Female,Mechanical,6,1.82,3.72,4.89,No,,5.24,75.09,78.03,77.33,59.48,7.04,36.96,Low,Fail
STU1732,17.0,Female,Civil,5,5.72,7.44,2.72,No,,4.09,79.47,52.53,77.43,57.79,7.76,31.09,Low,Fail
STU1733,17.0,Male,Computer Science,1,2.92,6.47,7.31,No,Medium,4.38,93.44,70.64,55.01,41.09,6.8,32.56,Low,Fail
STU1734,24.0,Other,Computer Science,6,3.4,7.94,5.25,No,Low,2.22,76.51,73.58,70.7,72.85,6.77,55.22,Average,Pass
STU1735,18.0,Other,Civil,5,,5.19,4.48,No,Medium,0.6,64.05,68.27,88.43,81.24,9.37,37.65,Low,Fail
STU1736,19.0,Female,Civil,8,2.33,3.0,4.97,No,Low,5.24,76.06,69.93,65.1,89.24,8.23,44.48,Low,Fail
STU1737,20.0,Male,Civil,4,10.31,6.83,2.0,No,Medium,6.08,72.43,52.98,69.81,69.58,6.36,53.13,Average,Pass
STU1738,21.0,Female,Computer Science,5,8.33,6.85,7.25,Yes,Medium,5.31,95.09,76.28,64.6,53.5,7.83,52.9,Average,Pass
STU1739,21.0,Male,Civil,2,9.8,4.47,7.98,Yes,Low,2.5,92.05,79.77,35.61,39.54,7.33,49.94,Low,Fail
STU1740,20.0,Male,Civil,6,1.94,5.33,4.79,No,Low,1.27,79.29,77.92,68.29,80.63,7.63,53.38,Average,Pass
STU1741,23.0,Male,Mechanical,5,5.18,9.81,7.18,No,Low,1.4,62.66,84.46,72.23,38.06,7.35,52.46,Average,Pass
STU1742,22.0,Male,Civil,3,1.77,6.13,2.86,No,Medium,0.47,63.29,74.42,60.83,59.89,8.51,45.21,Low,Fail
STU1743,18.0,Female,Civil,4,3.26,7.38,2.41,Yes,Low,2.84,,77.74,51.84,61.64,7.58,38.31,Low,Fail
STU1744,21.0,Female,Mechanical,7,2.7,5.72,4.08,No,High,5.41,82.04,73.87,55.67,63.96,7.13,28.13,Low,Fail
STU1745,19.0,Female,Computer Science,6,8.1,3.99,4.87,No,Low,2.79,73.5,80.25,78.7,65.54,8.35,68.44,Good,Pass
STU1746,18.0,Male,Electronics,2,4.01,6.3,3.21,Yes,Low,3.45,72.24,53.07,95.62,67.07,7.46,58.86,Average,Pass
STU1747,19.0,Male,Computer Science,7,,6.18,5.08,No,High,5.06,70.89,61.28,87.35,28.77,7.33,21.82,Low,Fail
STU1748,23.0,Male,Electronics,5,6.51,6.02,4.61,No,Medium,2.39,77.72,91.04,49.18,65.22,7.55,39.11,Low,Fail
STU1749,17.0,Other,Electronics,7,10.76,6.36,2.0,Yes,Low,6.05,49.41,42.47,79.96,31.56,7.1,24.26,Low,Fail
STU1750,18.0,Male,Computer Science,7,1.3,6.82,5.04,No,High,5.99,64.78,70.32,58.72,75.98,7.21,24.85,Low,Fail
STU1751,24.0,Female,Electronics,4,8.15,6.32,5.73,No,Medium,2.8,70.48,86.07,59.85,56.67,6.55,48.33,Low,Fail
STU1752,21.0,Female,Computer Science,8,7.87,4.98,4.34,Yes,High,2.13,92.49,70.88,61.53,32.64,6.37,50.48,Average,Pass
STU1753,18.0,Male,Civil,7,2.57,7.08,6.31,Yes,Medium,,68.23,67.14,77.88,52.79,6.1,28.79,Low,Fail
STU1754,18.0,Female,Business,7,7.52,4.16,1.57,No,Medium,2.48,80.17,73.55,81.43,56.45,5.67,38.24,Low,Fail
STU1755,18.0,Male,Computer Science,6,5.84,4.04,4.94,Yes,High,1.27,80.72,67.76,66.63,82.86,6.23,49.25,Low,Fail
STU1756,22.0,Female,Business,8,4.43,7.39,1.66,Yes,Low,4.92,93.57,72.37,66.87,67.95,7.01,72.61,Good,Pass
STU1757,18.0,Female,Mechanical,4,2.94,7.11,1.77,Yes,Medium,4.82,93.15,63.8,74.5,70.17,7.31,40.08,Low,Fail
STU1758,19.0,Male,Computer Science,2,3.2,6.43,,No,Medium,3.23,77.31,85.3,75.95,82.72,6.9,71.07,Good,Pass
STU1759,17.0,Male,Computer Science,5,10.12,4.83,2.12,No,Low,1.11,72.29,89.08,84.47,63.56,4.61,61.44,Average,Pass
STU1760,23.0,Female,Mechanical,4,,5.65,2.9,No,Low,1.16,70.03,70.4,50.02,76.31,8.93,44.31,Low,Fail
STU1761,20.0,Female,Civil,4,6.96,6.18,3.57,Yes,Low,3.16,75.11,55.36,68.28,75.26,8.4,43.06,Low,Fail
STU1762,18.0,Male,Civil,1,3.02,,5.67,No,Medium,,72.79,65.71,53.05,45.7,7.69,33.22,Low,Fail
STU1763,21.0,Female,Computer Science,4,3.05,5.61,3.36,Yes,Medium,2.49,84.64,69.79,67.29,87.09,9.3,59.24,Average,Pass
STU1764,18.0,Female,Computer Science,8,7.7,7.28,0.83,Yes,Medium,4.53,,78.07,64.83,43.7,6.12,48.09,Low,Fail
STU1765,21.0,Female,Electronics,1,1.63,8.21,6.28,No,Low,4.1,85.1,59.9,67.35,78.76,9.28,45.01,Low,Fail
STU1766,19.0,Male,Computer Science,5,3.96,6.0,2.33,Yes,Medium,5.07,93.11,62.77,56.8,42.24,6.14,34.12,Low,Fail
STU1767,21.0,Female,Computer Science,7,5.09,7.41,3.88,No,High,1.51,100.0,78.13,47.18,74.02,7.46,44.49,Low,Fail
STU1768,24.0,Female,Computer Science,6,5.28,4.2,4.89,No,Medium,2.49,79.5,83.27,38.68,92.93,5.8,55.59,Average,Pass
STU1769,20.0,Male,Civil,6,4.55,7.29,4.4,Yes,Medium,,91.19,64.54,66.16,61.81,7.22,43.63,Low,Fail
STU1770,17.0,Male,Business,5,5.99,,6.19,No,High,3.67,73.78,56.0,61.97,61.15,7.62,14.98,Low,Fail
STU1771,21.0,Other,Electronics,5,6.73,6.87,4.96,No,High,5.3,92.22,,58.54,74.16,7.03,83.82,Excellent,Pass
STU1772,21.0,Male,Business,8,6.84,6.2,2.28,No,,3.63,,81.4,86.52,60.06,7.99,45.13,Low,Fail
STU1773,17.0,Female,Electronics,3,2.54,8.08,8.36,Yes,High,5.77,90.1,68.8,55.97,92.27,7.31,54.44,Average,Pass
STU1774,20.0,Male,Electronics,7,14.78544748882983,5.45,4.39,No,Medium,3.81,79.13,82.43,87.84,67.88,6.63,35.48,Low,Fail
STU1775,18.0,Male,Computer Science,5,7.99,7.25,3.71,Yes,High,4.59,69.98,70.51,90.73,60.2,6.58,25.24,Low,Fail
STU1776,21.0,Female,Mechanical,4,7.24,6.16,5.93,No,Low,2.51,61.27,82.41,40.69,56.9,8.09,43.83,Low,Fail
